sample	category	mapped	unique	total	unique/total	gfp	PF_BASES	PF_ALIGNED_BASES	RIBOSOMAL_BASES	CODING_BASES	UTR_BASES	INTRONIC_BASES	INTERGENIC_BASES	IGNORED_READS	CORRECT_STRAND_READS	INCORRECT_STRAND_READS	NUM_R1_TRANSCRIPT_STRAND_READS	NUM_R2_TRANSCRIPT_STRAND_READS	NUM_UNEXPLAINED_READS	PCT_R1_TRANSCRIPT_STRAND_READS	PCT_R2_TRANSCRIPT_STRAND_READS	PCT_RIBOSOMAL_BASES	PCT_CODING_BASES	PCT_UTR_BASES	PCT_INTRONIC_BASES	PCT_INTERGENIC_BASES	PCT_MRNA_BASES	PCT_USABLE_BASES	PCT_CORRECT_STRAND_READS	MEDIAN_CV_COVERAGE	MEDIAN_5PRIME_BIAS	MEDIAN_3PRIME_BIAS	MEDIAN_5PRIME_TO_3PRIME_BIAS
FACS_M059K_T_8_S345	M059K_T	15622	14040	124978	0.112339772	0	1411226	1396991	12297	1011505	338912	28209	6068	0	0	0	2928	3248	29	0.474093	0.525907	0.008802	0.72406	0.242601	0.020193	0.004344	0.966661	0.956911	0	0.88578	0.489703	0.59716	0.577528
FACS_M059K_T_90_S336	M059K_T	62425	60806	908800	0.066908011	28	6128881	6089878	103674	3764605	2005794	177876	37929	0	0	0	10540	8126	37	0.564663	0.435337	0.017024	0.618174	0.329365	0.029208	0.006228	0.947539	0.941509	0	0.8733	0.360406	0.58146	0.021212
FACS_M059K_T_91_S344	M059K_T	9928	8536	197948	0.043122436	12	856913	847445	36170	567142	197497	28907	17729	0	0	0	1239	1303	15	0.487411	0.512589	0.042681	0.669238	0.23305	0.034111	0.020921	0.902287	0.892318	0	0.864135	0.3741	0.465021	0.073881
FACS_M059K_T_92_S352	M059K_T	14212	13190	17904	0.736706881	32	1327096	1315635	70927	645788	220431	352697	25792	0	0	0	1678	1626	26	0.507869	0.492131	0.053911	0.490857	0.167547	0.268081	0.019604	0.658404	0.652718	0	0.842126	0.493736	0.498375	0.153111
FACS_M059K_T_93_S360	M059K_T	88270	82956	412454	0.201127883	22	8361266	8267778	19569	3505868	4463823	124228	154290	0	0	0	14240	15615	543	0.476972	0.523028	0.002367	0.42404	0.539906	0.015026	0.018662	0.963946	0.953168	0	0.928723	0.235124	0.59894	0.020305
FACS_M059K_T_94_S368	M059K_T	33764	31076	375226	0.082819421	6	3133775	3099939	15725	1826489	1135588	16137	106000	0	0	0	6381	6620	10	0.490808	0.509192	0.005073	0.589202	0.366326	0.005206	0.034194	0.955528	0.94521	0	0.935149	0.054596	0.644923	0
FACS_M059K_T_95_S376	M059K_T	6902	6340	1451024	0.004369328	4	638197	632095	14565	454182	133877	17272	12199	0	0	0	703	789	14	0.47118	0.52882	0.023042	0.718534	0.211799	0.027325	0.019299	0.930333	0.921438	0	0.841344	0.201267	0.723407	0.27907
FACS_M059K_T_96_S384	M059K_T	8840	8244	1611642	0.00511528	12	828793	818566	31782	524225	167732	82301	12526	0	0	0	1044	1015	8	0.507042	0.492958	0.038826	0.640419	0.20491	0.100543	0.015302	0.845328	0.834897	0	0.873681	0.418518	0.654938	0.333333
FACS_M059K_T_9_S353	M059K_T	12878	11918	690638	0.017256508	0	1194074	1182768	188	532062	624221	8496	17801	0	0	0	1999	1918	1	0.51034	0.48966	0.000159	0.449845	0.527763	0.007183	0.01505	0.977608	0.968351	0	1.407179	0	0.196317	0
FACS_M059K_U_10_S265	M059K_U	202894	171074	345802	0.49471663	44	17253222	17116803	806	12031328	4293059	652412	139198	0	0	0	29367	28814	549	0.504752	0.495248	4.70E-05	0.702896	0.25081	0.038115	0.008132	0.953705	0.946165	0	1.035925	0.009383	0.492281	0
FACS_M059K_U_11_S273	M059K_U	10580	9480	187024	0.050688682	2	954106	942266	1205	614706	241469	15297	69589	0	0	0	1129	1381	2	0.449801	0.550199	0.001279	0.65237	0.256264	0.016234	0.073853	0.908634	0.897358	0	1.663717	0.192951	0	0
FACS_M059K_U_12_S281	M059K_U	82810	74682	388638	0.192163401	20	7426305	7393265	2006	819557	461942	3098981	3010779	0	0	0	1481	1396	159	0.514772	0.485228	0.000271	0.110852	0.062481	0.419163	0.407233	0.173333	0.172562	0	1.673469	0	0	0
FACS_M059K_U_13_S194	M059K_U	906950	721844	2319478	0.311209677	2296	72793225	72223632	201508	52649880	15772046	2636708	963490	0	0	0	132573	130529	2307	0.503884	0.496116	0.00279	0.728984	0.218378	0.036508	0.01334	0.947362	0.939949	0	1.140365	0.109841	0.5034	0
FACS_M059K_U_14_S202	M059K_U	117605	103494	205350	0.503988313	14	10430582	10358582	6974	8709124	1527712	54518	60254	0	0	0	20921	21018	165	0.498844	0.501156	0.000673	0.840764	0.147483	0.005263	0.005817	0.988247	0.981425	0	0.942125	0.078409	0.553375	0
FACS_M059K_U_15_S210	M059K_U	32270	24032	103156	0.232967544	10	2422110	2404112	11880	1600997	711122	37827	42286	0	0	0	3255	3477	43	0.483512	0.516488	0.004942	0.665941	0.295794	0.015734	0.017589	0.961735	0.954589	0	0.839986	0.140987	0.54512	0
FACS_M059K_U_16_S218	M059K_U	11526	10731	100510	0.106765496	22	1077633	1054044	30479	411851	272694	230184	108836	0	0	0	1545	1571	10	0.495828	0.504172	0.028916	0.390734	0.258712	0.218382	0.103256	0.649446	0.63523	0	0.924757	0.242455	0.649071	0
FACS_M059K_U_17_S226	M059K_U	21162	20448	117192	0.1744829	4	2060653	2038601	15020	1654641	260857	98212	9871	0	0	0	2461	2820	6	0.46601	0.53399	0.007368	0.811655	0.127959	0.048176	0.004842	0.939614	0.929559	0	0.849077	0.619311	0.487089	0.06606
FACS_M059K_U_18_S234	M059K_U	29058226	25401697	30017284	0.846235689	124404	2562580232	2545092193	61264	2000756133	504252503	14575781	25446512	0	0	0	4725997	4697000	55983	0.501539	0.498461	2.40E-05	0.786123	0.198127	0.005727	0.009998	0.984251	0.977534	0	0.44594	0.63728	0.661783	0.699528
FACS_M059K_U_19_S242	M059K_U	13980	13136	58568	0.2242863	18	1322758	1311420	25442	938435	281977	17045	48521	0	0	0	2652	2458	22	0.518982	0.481018	0.0194	0.715587	0.215017	0.012997	0.036999	0.930603	0.922627	0	0.874716	0.388855	0.478447	0
FACS_M059K_U_1_S193	M059K_U	5206	3924	166738	0.023533927	6	394049	389765	1606	246357	72463	58822	10517	0	0	0	721	776	0	0.48163	0.51837	0.00412	0.632065	0.185915	0.150917	0.026983	0.81798	0.809087	0	1.16993	0.302553	0.456658	0
FACS_M059K_U_20_S250	M059K_U	1005083	787212	1598758	0.492389718	96	79426509	78811309	43811	59295670	14928794	3022069	1520965	0	0	0	135615	130728	2617	0.509174	0.490826	0.000556	0.752375	0.189425	0.038346	0.019299	0.9418	0.934505	0	0.89427	0.250218	0.604629	0
FACS_M059K_U_21_S258	M059K_U	173280	115164	461404	0.249594715	18	11601297	11467809	6813	5676507	1884849	2340049	1559591	0	0	0	14190	15017	389	0.485842	0.514158	0.000594	0.494995	0.16436	0.204054	0.135997	0.659355	0.651768	0	1.035731	0.461399	0.416804	0
FACS_M059K_U_22_S266	M059K_U	15883	15313	196512	0.077923994	14	1541315	1512769	4236	339936	884050	181539	103008	0	0	0	3010	3012	9	0.499834	0.500166	0.0028	0.224711	0.584392	0.120004	0.068092	0.809103	0.794118	0	0.925772	0	0.700969	0
FACS_M059K_U_23_S274	M059K_U	26526	23366	74290	0.314524162	4	2351779	2338871	6378	1934123	118694	143401	136275	0	0	0	4601	5221	15	0.468438	0.531562	0.002727	0.826947	0.050748	0.061312	0.058265	0.877696	0.872878	0	0.708153	0.569521	0.489686	0.12283
FACS_M059K_U_24_S282	M059K_U	8168	7172	81450	0.088054021	26	719949	710555	8424	490660	151941	30832	28698	0	0	0	1322	1312	17	0.501898	0.498102	0.011856	0.690531	0.213834	0.043391	0.040388	0.904365	0.892565	0	0.864363	0.458262	0.532781	0.149194
FACS_M059K_U_25_S195	M059K_U	13715	11605	264958	0.043799395	0	1160752	1143165	3767	427862	85262	509224	117050	0	0	0	1125	1099	1	0.505845	0.494155	0.003295	0.374278	0.074584	0.445451	0.102391	0.448863	0.442062	0	0.991449	0.417	0.514825	0
FACS_M059K_U_26_S203	M059K_U	51468	46688	1793332	0.02603422	2	4704057	4623768	3026	2259109	569630	1611175	180828	0	0	0	5431	5127	8	0.514397	0.485603	0.000654	0.488586	0.123196	0.348455	0.039108	0.611782	0.60134	0	1.17162	0	0.309562	0
FACS_M059K_U_27_S211	M059K_U	47329	24936	225262	0.110697765	2	2512591	2479792	15881	1533712	616546	276625	37028	0	0	0	3932	4417	26	0.470955	0.529045	0.006404	0.618484	0.248628	0.111552	0.014932	0.867112	0.855793	0	0.999141	0	0.501817	0
FACS_M059K_U_28_S219	M059K_U	1530	1350	3270	0.412844037	2	135683	134714	13474	92964	23852	2526	1898	0	0	0	211	224	1	0.485057	0.514943	0.100019	0.690084	0.177057	0.018751	0.014089	0.867141	0.860948	0	0.753092	0.607038	0.465993	0.416959
FACS_M059K_U_29_S227	M059K_U	1366	1222	5702	0.214310768	2	122616	121712	6835	88026	22355	3354	1142	0	0	0	208	190	1	0.522613	0.477387	0.056157	0.723232	0.183671	0.027557	0.009383	0.906903	0.900217	0	1.027694	0.388093	0.394628	0
FACS_M059K_U_2_S201	M059K_U	2488	1980	19604	0.100999796	4	199020	196582	1571	109124	75454	3317	7116	0	0	0	297	270	9	0.52381	0.47619	0.007992	0.555107	0.38383	0.016873	0.036199	0.938936	0.927434	0	0.873678	0	0.860742	0
FACS_M059K_U_30_S235	M059K_U	5028	4490	14216	0.315841306	8	451401	448127	18656	320128	85949	10412	12982	0	0	0	740	806	19	0.478655	0.521345	0.041631	0.714369	0.191796	0.023234	0.028969	0.906165	0.899593	0	0.824068	0.476394	0.533049	0.383929
FACS_M059K_U_31_S243	M059K_U	14601	13654	550690	0.024794349	2	1374813	1354648	14412	506566	326570	58633	448467	0	0	0	1979	1954	5	0.503178	0.496822	0.010639	0.373947	0.241074	0.043283	0.331058	0.61502	0.606	0	0.855438	0.22536	0.472283	0.174082
FACS_M059K_U_32_S251	M059K_U	4954	4458	12296	0.362556929	8	448513	445402	24768	303912	98214	12990	5518	0	0	0	757	771	16	0.495419	0.504581	0.055608	0.682332	0.220506	0.029165	0.012389	0.902838	0.896576	0	0.826934	0.506533	0.627743	0.490066
FACS_M059K_U_33_S259	M059K_U	21814	18414	281730	0.065360451	6	1851789	1829157	5991	629865	873314	207009	112978	0	0	0	3174	3360	19	0.485767	0.514233	0.003275	0.344347	0.477441	0.113172	0.061765	0.821788	0.811744	0	0.807909	0.451429	0.83425	0.410112
FACS_M059K_U_34_S267	M059K_U	5530	4408	37698	0.11692928	0	426234	420157	5453	232115	69756	58415	54418	0	0	0	660	526	19	0.556492	0.443508	0.012978	0.552448	0.166024	0.139031	0.129518	0.718472	0.708228	0	1.046158	0.295302	0.05436	0
FACS_M059K_U_35_S275	M059K_U	1500	1300	11452	0.11351729	2	129363	128212	5623	86304	21795	6490	8000	0	0	0	175	226	3	0.436409	0.563591	0.043857	0.673135	0.169992	0.050619	0.062397	0.843127	0.835625	0	0.774975	0.02555	0.54451	0.002646
FACS_M059K_U_36_S283	M059K_U	14379	13512	105196	0.128445949	8	1286209	1280111	7409	196772	102522	511757	461651	0	0	0	574	648	21	0.469722	0.530278	0.005788	0.153715	0.080088	0.399775	0.360634	0.233803	0.232695	0	0.716474	0.421468	0.552754	0.183176
FACS_M059K_U_37_S196	M059K_U	1582	1436	8766	0.163814739	10	144524	143295	6612	102297	29831	2538	2017	0	0	0	259	263	0	0.496169	0.503831	0.046143	0.713891	0.208179	0.017712	0.014076	0.92207	0.914229	0	0.877548	0.135009	0.536244	0
FACS_M059K_U_38_S204	M059K_U	2500	2312	102682	0.022516118	8	230807	228767	6385	158097	50959	9533	3793	0	0	0	425	392	1	0.520196	0.479804	0.02791	0.691083	0.222755	0.041671	0.01658	0.913838	0.905761	0	0.830479	0.342171	0.466297	0.333333
FACS_M059K_U_39_S212	M059K_U	36024	31540	362140	0.087093389	8	3181424	3148586	33600	2056407	493356	419278	145945	0	0	0	5346	4713	149	0.531464	0.468536	0.010671	0.653121	0.156691	0.133164	0.046353	0.809812	0.801453	0	0.894465	0.499139	0.53704	0.039267
FACS_M059K_U_3_S209	M059K_U	98484	83816	223110	0.375671194	6	8452403	8400884	555492	6257534	959446	445825	182587	0	0	0	14720	15519	32	0.486789	0.513211	0.066123	0.744866	0.114208	0.053069	0.021734	0.859074	0.853838	0	0.923146	0.27612	0.335864	0
FACS_M059K_U_40_S220	M059K_U	1572484	1279560	2221084	0.576097077	22	127472133	126162433	404394	90146044	24665061	10135290	811644	0	0	0	203170	204092	1832	0.498868	0.501132	0.003205	0.714524	0.195502	0.080335	0.006433	0.910026	0.900676	0	1.094259	0.111593	0.481039	0
FACS_M059K_U_41_S228	M059K_U	55402	45492	205026	0.221884054	30	4582749	4552074	14549	2757766	624999	927196	227564	0	0	0	6969	7163	45	0.493136	0.506864	0.003196	0.605826	0.1373	0.203686	0.049991	0.743126	0.738152	0	0.915365	0.216891	0.549957	0.095238
FACS_M059K_U_42_S236	M059K_U	21746114	19861333	22860006	0.868824488	19528	2002923812	1990429459	210471359	1412853380	348232288	10904050	7968382	0	0	0	3419062	3371828	68710	0.503478	0.496522	0.105742	0.709823	0.174953	0.005478	0.004003	0.884777	0.879257	0	0.477113	0.55023	0.597198	0.668653
FACS_M059K_U_43_S244	M059K_U	535160	443902	777726	0.57076914	6048	44694115	44309007	40050	31332521	10512058	906408	1517970	0	0	0	85254	83632	638	0.504802	0.495198	0.000904	0.707137	0.237244	0.020457	0.034259	0.944381	0.936244	0	0.966217	0.219643	0.575465	0
FACS_M059K_U_44_S252	M059K_U	21016	19922	469950	0.042391744	36	2008320	1989015	62096	1170315	476551	96723	183330	0	0	0	3101	3140	37	0.496876	0.503124	0.031219	0.588389	0.239591	0.048629	0.092171	0.827981	0.820022	0	0.804886	0.439322	0.575714	0.118816
FACS_M059K_U_45_S260	M059K_U	30326452	27661168	32389064	0.854028014	431076	2791158800	2770462385	3068827	2130330292	561956892	17798064	57308310	0	0	0	5065942	4940567	67290	0.506265	0.493735	0.001108	0.768944	0.202839	0.006424	0.020685	0.971783	0.964577	0	0.439787	0.61832	0.659119	0.736004
FACS_M059K_U_46_S268	M059K_U	6670	6306	230544	0.027352696	18	632717	624367	96965	281645	57258	125179	63320	0	0	0	778	725	7	0.517631	0.482369	0.155301	0.451089	0.091706	0.200489	0.101415	0.542795	0.535631	0	0.854744	0.47274	0.984888	0.449787
FACS_M059K_U_47_S276	M059K_U	2576	2316	5656	0.409476662	14	223619	222324	7030	157288	44381	6638	6987	0	0	0	401	375	8	0.516753	0.483247	0.031621	0.707472	0.199623	0.029857	0.031427	0.907095	0.901842	0	0.882339	0.493812	0.342479	0.271277
FACS_M059K_U_48_S284	M059K_U	57148	54208	211006	0.256902647	22	5434406	5382922	15232	1663660	531521	1901348	1271161	0	0	0	3129	4484	53	0.411007	0.588993	0.00283	0.309063	0.098742	0.353219	0.236147	0.407805	0.403941	0	0.889263	0.277026	0.514402	0.128434
FACS_M059K_U_49_S197	M059K_U	1202	1100	51094	0.021528947	0	108842	106981	2216	60892	17984	11958	13931	0	0	0	165	162	1	0.504587	0.495413	0.020714	0.569185	0.168105	0.111777	0.130219	0.73729	0.724683	0	1.003269	0	0.629104	0
FACS_M059K_U_4_S217	M059K_U	4214	3278	98716	0.03320637	0	328791	325012	16418	204963	49926	31530	22175	0	0	0	229	237	2	0.491416	0.508584	0.050515	0.630632	0.153613	0.097012	0.068228	0.784245	0.775231	0	0.842241	0.19469	0.653633	0.366968
FACS_M059K_U_50_S205	M059K_U	1372	1230	2502	0.491606715	0	122730	121545	3604	82329	23667	6086	5859	0	0	0	205	192	4	0.516373	0.483627	0.029652	0.677354	0.194718	0.050072	0.048204	0.872072	0.863652	0	1.020294	0.219471	0.327024	0
FACS_M059K_U_51_S213	M059K_U	17752	12354	301100	0.041029558	0	1242323	1226604	2416	794554	356864	59832	12938	0	0	0	2290	2311	30	0.497718	0.502282	0.00197	0.647767	0.290937	0.048779	0.010548	0.938704	0.926827	0	0.93168	0.395275	0.310472	0
FACS_M059K_U_52_S221	M059K_U	11076	10584	312202	0.033901128	0	1062282	1049093	20374	140169	27207	661439	199904	0	0	0	287	240	1	0.544592	0.455408	0.019421	0.13361	0.025934	0.630487	0.190549	0.159544	0.157563	0	0.920024	0.288113	0.211839	0.034413
FACS_M059K_U_53_S229	M059K_U	2164	1926	34382	0.056017684	0	191197	187912	3970	49518	54453	36819	43152	0	0	0	198	194	4	0.505102	0.494898	0.021127	0.263517	0.289779	0.195937	0.229639	0.553296	0.54379	0	1.135384	0.257926	0.231251	0
FACS_M059K_U_54_S237	M059K_U	16144	15246	172234	0.088519108	0	1533493	1514113	9326	561529	114821	335392	493045	0	0	0	1393	1342	292	0.509324	0.490676	0.006159	0.370863	0.075834	0.221511	0.325633	0.446697	0.441052	0	0.862168	0.327367	0.646484	0.181701
FACS_M059K_U_55_S245	M059K_U	31446	27216	162848	0.167125172	2	2744307	2710756	53551	1584548	814739	89179	168739	0	0	0	3557	3853	9	0.480027	0.519973	0.019755	0.584541	0.300558	0.032898	0.062248	0.885099	0.874278	0	0.921434	0.496322	0.430751	0
FACS_M059K_U_56_S253	M059K_U	10118	7978	119496	0.066763741	6	801864	793110	12416	308748	99242	271398	101306	0	0	0	721	649	16	0.526277	0.473723	0.015655	0.389288	0.12513	0.342195	0.127733	0.514418	0.508802	0	0.857149	0.351571	0.610975	0.267623
FACS_M059K_U_57_S261	M059K_U	17956	17252	133456	0.129271071	8	1737096	1713564	301983	659369	298718	89344	364150	0	0	0	2481	2124	12	0.538762	0.461238	0.176231	0.384794	0.174326	0.052139	0.21251	0.559119	0.551545	0	0.802055	0.31836	0.332633	0.42291
FACS_M059K_U_58_S269	M059K_U	17273	15296	182720	0.083712785	0	1542247	1525771	968	1270953	127330	102682	23838	0	0	0	2764	2299	5	0.545921	0.454079	0.000634	0.832991	0.083453	0.067298	0.015624	0.916444	0.906653	0	0.993781	0.453684	0.801722	0.244094
FACS_M059K_U_59_S277	M059K_U	2511876	2107896	3342358	0.630661347	5014	212717001	211364304	189161	155017275	48038099	5331940	2787829	0	0	0	392514	387643	5166	0.503122	0.496878	0.000895	0.733413	0.227276	0.025226	0.01319	0.960689	0.95458	0	0.826486	0.204964	0.723256	0
FACS_M059K_U_5_S225	M059K_U	34218	28854	72146	0.399939013	4	2905948	2880068	5816	1879022	882991	55519	56720	0	0	0	4864	4820	1	0.502272	0.497728	0.002019	0.652423	0.306587	0.019277	0.019694	0.95901	0.950469	0	1.079077	0.012524	0.19152	0
FACS_M059K_U_60_S285	M059K_U	36064	34994	181088	0.193243064	0	3528288	3478119	3608	2453486	865289	70088	85648	0	0	0	6652	6323	3	0.512678	0.487322	0.001037	0.705406	0.248781	0.020151	0.024625	0.954187	0.940619	0	0.75426	0.502317	0.583075	0.178892
FACS_M059K_U_61_S198	M059K_U	5835323	4814870	6889498	0.698870948	744	485629524	480658684	34260726	321753825	107536605	12284041	4823487	0	0	0	802356	791700	20713	0.503342	0.496658	0.071279	0.669402	0.223728	0.025557	0.010035	0.893129	0.883988	0	1.48296	0	0.676677	0
FACS_M059K_U_62_S206	M059K_U	22370	21878	975652	0.022423979	6	2204672	2184636	22491	1144798	638970	300112	78265	0	0	0	3768	3660	32	0.50727	0.49273	0.010295	0.524022	0.292484	0.137374	0.035825	0.816506	0.809085	0	0.923895	0.44021	0.423772	0
FACS_M059K_U_63_S214	M059K_U	9922156	8927381	11447974	0.779821914	5954	900786492	893516741	32684989	566361710	186316824	92912628	15240590	0	0	0	1474163	1459794	32019	0.502449	0.497551	0.03658	0.633857	0.208521	0.103985	0.017057	0.842378	0.835579	0	0.686685	0.580074	0.437443	0.125534
FACS_M059K_U_64_S222	M059K_U	22044987	20304786	25591400	0.793422243	22872	2047895836	2034119624	436832117	1068184371	308191959	176118696	44792481	0	0	0	2749916	2783429	102252	0.496972	0.503028	0.214752	0.525134	0.151511	0.086582	0.022021	0.676645	0.672093	0	0.447931	0.588229	0.678314	0.68771
FACS_M059K_U_65_S230	M059K_U	8627126	8124289	9712274	0.836497096	18896	819230713	813395377	216693008	463816794	108106434	17583137	7196004	0	0	0	1118005	1133108	23392	0.496645	0.503355	0.266406	0.570223	0.132908	0.021617	0.008847	0.703131	0.698122	0	0.528211	0.610426	0.570775	0.626319
FACS_M059K_U_66_S238	M059K_U	34195	32184	155460	0.207024315	54	3243006	3201022	82066	1342873	1328192	107965	339926	0	0	0	5616	5256	46	0.516556	0.483444	0.025637	0.419514	0.414927	0.033728	0.106193	0.834441	0.823639	0	0.786833	0.523826	0.537461	0.341172
FACS_M059K_U_67_S246	M059K_U	12962	12354	1276808	0.009675691	10	1242748	1226647	54307	749304	276990	126578	19468	0	0	0	1439	1510	23	0.487962	0.512038	0.044273	0.610855	0.225811	0.10319	0.015871	0.836666	0.825826	0	0.834069	0.455417	0.642814	0.143914
FACS_M059K_U_68_S254	M059K_U	23292	21884	3112538	0.007030918	40	2205206	2184867	124558	1080714	307739	590750	81106	0	0	0	2701	2761	54	0.494508	0.505492	0.057009	0.494636	0.14085	0.270383	0.037122	0.635486	0.629625	0	0.781809	0.556103	0.624583	0.519994
FACS_M059K_U_69_S262	M059K_U	66869	50248	286762	0.175225448	26	5069588	5026015	38447	3699789	942278	58056	287445	0	0	0	9221	10665	10	0.463693	0.536307	0.00765	0.736128	0.18748	0.011551	0.057191	0.923608	0.915669	0	0.823019	0.43467	0.519432	0.259574
FACS_M059K_U_6_S233	M059K_U	248898	168478	320632	0.525455974	18	16982648	16836161	30933	11567209	3347375	759592	1131052	0	0	0	27062	25922	117	0.510758	0.489242	0.001837	0.687046	0.198821	0.045117	0.06718	0.885866	0.878225	0	1.025208	0.151032	0.46682	0
FACS_M059K_U_70_S270	M059K_U	30598	30156	1402050	0.021508505	12	3041253	2999446	923732	799571	757122	416952	102069	0	0	0	4229	3532	10	0.544904	0.455096	0.307968	0.266573	0.252421	0.13901	0.034029	0.518994	0.511859	0	0.87792	0.29022	0.484338	0.092784
FACS_M059K_U_71_S278	M059K_U	20702	19452	138006	0.140950393	26	1959958	1939243	31816	751602	744230	311587	100008	0	0	0	2215	2095	195	0.513921	0.486079	0.016406	0.387575	0.383773	0.160675	0.051571	0.771348	0.763196	0	0.821492	0.583346	0.507331	0.235772
FACS_M059K_U_72_S286	M059K_U	46793714	42651639	50162978	0.850261302	420007	4302540960	4269745957	1140357	3170282626	1004097572	29852454	64372948	0	0	0	7714712	7569652	120093	0.504745	0.495255	0.000267	0.742499	0.235166	0.006992	0.015077	0.977665	0.970213	0	0.407698	0.612562	0.735939	0.670208
FACS_M059K_U_73_S199	M059K_U	5800	5182	128684	0.040269187	2	520939	513794	24005	142726	48060	106943	192060	0	0	0	369	373	16	0.497305	0.502695	0.046721	0.277788	0.093539	0.208144	0.373807	0.371328	0.366235	0	0.839479	0.433437	0.594653	0.338983
FACS_M059K_U_74_S207	M059K_U	11776	8626	75190	0.114722702	2	868532	856674	30862	480656	208868	39209	97079	0	0	0	1311	1346	17	0.493414	0.506586	0.036025	0.561072	0.243813	0.045769	0.113321	0.804885	0.793896	0	0.7891	0.449056	0.627692	0.318841
FACS_M059K_U_75_S215	M059K_U	24804	21390	107358	0.199239926	6	2155360	2134602	42045	1552913	419977	98582	21085	0	0	0	2405	2287	19	0.512575	0.487425	0.019697	0.727495	0.196747	0.046183	0.009878	0.924243	0.915341	0	0.814948	0.534545	0.60065	0.299595
FACS_M059K_U_76_S223	M059K_U	14642	11718	65348	0.179316888	6	1181278	1168566	89252	715514	250527	79250	34023	0	0	0	1995	1892	23	0.513249	0.486751	0.076377	0.612301	0.214388	0.067818	0.029115	0.826689	0.817793	0	0.778807	0.459748	0.491574	0.359223
FACS_M059K_U_77_S231	M059K_U	1600334	1329120	2139480	0.621235066	2120	134124417	133123404	7269749	81557084	39428961	3786090	1081520	0	0	0	236855	233610	5118	0.503449	0.496551	0.054609	0.612643	0.296184	0.02844	0.008124	0.908826	0.902043	0	0.951097	0.313438	0.597933	0
FACS_M059K_U_78_S239	M059K_U	25436	21532	674634	0.031916565	22	2169622	2152998	133160	1111015	378009	303402	227412	0	0	0	2764	2759	107	0.500453	0.499547	0.061849	0.516032	0.175573	0.140921	0.105626	0.691605	0.686306	0	0.77194	0.547433	0.636289	0.347107
FACS_M059K_U_79_S247	M059K_U	38895048	35436641	40596730	0.872893974	29592	3572931004	3548663390	505310451	2245149392	650915083	99414074	47874390	0	0	0	5584813	5570385	183714	0.500647	0.499353	0.142395	0.632675	0.183425	0.028015	0.013491	0.8161	0.810557	0	0.406255	0.622003	0.70032	0.731065
FACS_M059K_U_7_S241	M059K_U	2776	2528	26698	0.094688741	4	254233	251917	26921	127953	41126	20762	35155	0	0	0	350	313	13	0.527903	0.472097	0.106865	0.507917	0.163252	0.082416	0.13955	0.671169	0.665055	0	0.763116	0.399616	0.648724	0.576885
FACS_M059K_U_80_S255	M059K_U	28938837	26413635	30298922	0.871768144	30244	2664305418	2646446329	338384477	1560082628	588125626	118823971	41029627	0	0	0	4221721	4190492	110645	0.501856	0.498144	0.127864	0.589501	0.222232	0.044899	0.015504	0.811733	0.806292	0	0.404715	0.608305	0.713054	0.71726
FACS_M059K_U_81_S263	M059K_U	1356598	1019398	2350572	0.433680823	6936	102831561	101757600	40061	65578850	33232487	1888679	1017523	0	0	0	203438	210836	1180	0.491071	0.508929	0.000394	0.644461	0.326585	0.018561	0.009999	0.971046	0.960905	0	1.119007	0.000569	0.780108	0
FACS_M059K_U_82_S271	M059K_U	4883	4429	102006	0.043419015	2	440361	431282	20175	106176	41424	147092	116415	0	0	0	286	291	5	0.495667	0.504333	0.046779	0.246187	0.096049	0.341058	0.269928	0.342235	0.33518	0	0.771217	0.392055	0.473425	0.066225
FACS_M059K_U_83_S279	M059K_U	16968	16046	144944	0.110704824	4	1615967	1594399	33903	1169420	300471	24354	66251	0	0	0	1744	1444	26	0.547051	0.452949	0.021264	0.733455	0.188454	0.015275	0.041552	0.921909	0.909605	0	0.719569	0.604583	0.531472	0.462232
FACS_M059K_U_84_S287	M059K_U	1293634	1110450	1811778	0.612906217	2714	112017206	111181177	53723	63924820	37521844	7144063	2536727	0	0	0	186902	188048	5030	0.498472	0.501528	0.000483	0.574961	0.337484	0.064256	0.022816	0.912445	0.905635	0	0.905892	0.197728	0.673118	0
FACS_M059K_U_85_S200	M059K_U	43446	42246	212124	0.199157097	0	4255308	4196144	4602	1317980	1634962	769245	469355	0	0	0	6426	5939	14	0.519693	0.480307	0.001097	0.314093	0.389634	0.183322	0.111854	0.703728	0.693943	0	1.030813	0	1.052212	0
FACS_M059K_U_86_S208	M059K_U	2435	2146	127200	0.016871069	2	215575	212445	7024	94690	32625	45043	33063	0	0	0	261	223	8	0.539256	0.460744	0.033063	0.445715	0.153569	0.212022	0.155631	0.599285	0.590583	0	0.776611	0.533867	0.25331	0.146597
FACS_M059K_U_87_S216	M059K_U	3968	3280	68318	0.048010773	0	329751	325195	9478	175273	88061	7326	45057	0	0	0	520	607	4	0.461402	0.538598	0.029146	0.538978	0.270794	0.022528	0.138554	0.809773	0.798584	0	1.13836	0.08468	1.028779	0
FACS_M059K_U_88_S224	M059K_U	25818	19376	86142	0.224930928	0	1949843	1933805	190713	895583	700760	35784	110965	0	0	0	2164	2196	102	0.49633	0.50367	0.098621	0.46312	0.362374	0.018504	0.057382	0.825493	0.818703	0	0.9253	0.450979	0.424911	0.1691
