updated_barcode	sample	matched_initial_sample	replicate	category	batch	initial_treatment	initial_survived	divided	best_rep	pass_qc_filter	pass_qc_rep_filter	matched_initital_pass	wang_sc_mes_top_50	wang_sc_pro_bottom_50	Patel_Bernstein_stemness	matched_wang_sc_mes_top_50	matched_wang_sc_pro_bottom_50	matched_Patel_Bernstein_stemness	mapped	unique	total	unique/total	gfp	PF_BASES	PF_ALIGNED_BASES	RIBOSOMAL_BASES	CODING_BASES	UTR_BASES	INTRONIC_BASES	INTERGENIC_BASES	IGNORED_READS	CORRECT_STRAND_READS	INCORRECT_STRAND_READS	NUM_R1_TRANSCRIPT_STRAND_READS	NUM_R2_TRANSCRIPT_STRAND_READS	NUM_UNEXPLAINED_READS	PCT_R1_TRANSCRIPT_STRAND_READS	PCT_R2_TRANSCRIPT_STRAND_READS	PCT_RIBOSOMAL_BASES	PCT_CODING_BASES	PCT_UTR_BASES	PCT_INTRONIC_BASES	PCT_INTERGENIC_BASES	PCT_MRNA_BASES	PCT_USABLE_BASES	PCT_CORRECT_STRAND_READS	MEDIAN_CV_COVERAGE	MEDIAN_5PRIME_BIAS	MEDIAN_3PRIME_BIAS	MEDIAN_5PRIME_TO_3PRIME_BIAS
B5_061221_M059K_S146_L003	B5_061221_M059K_S146_L003	NA	NA	I	1	U	N	NA	-	Y	Y	NA	0.076190932	0.061842194	-0.289229089	NA	NA	NA	117390	111852	1442534	0.077538554	0	11224912	10996173	15810	323241	363515	5225256	5068351	0	0	0	1469	1487	370	0.496955	0.503045	0.001438	0.029396	0.033058	0.475189	0.46092	0.062454	0.061181	0	1.986233	0	0	0
B5_071221_M059K_S161_L003	B5_071221_M059K_S161_L003	NA	NA	I	1	T	N	NA	-	Y	Y	NA	-0.385054383	-0.071810999	-0.191624484	NA	NA	NA	103950	94567	1034704	0.09139522	2	9452818	9299178	52475	2366291	964042	3606487	2309883	0	0	0.00E+00	7114	6869	174	0.508761	0.491239	0.005643	0.254462	0.10367	0.387829	0.248396	0.358132	0.352311	0	1.228631	0	0.351498	0
B5_111121_M059K_S45_L003	B5_111121_M059K_S45_L003	NA	NA	I	4	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	48853	39788	1061548	0.037481112	0	3999940	3885995	4157	480177	428511	1358945	1614205	0	0	0	1816	1979	96	0.478524	0.521476	0.00107	0.123566	0.110271	0.349703	0.41539	0.233837	0.227175	0	1.201658	0	0.180084	0
B5_131221_M059K_S174_L003	B5_131221_M059K_S174_L003	NA	NA	I	2	U	N	NA	-	Y	Y	NA	-0.13277058	-0.215702304	0.055813217	NA	NA	NA	2301568	2084258	3540466	0.588695951	46	209908796	208298443	5049951	127589909	46587268	20177025	8894290	0	0	0	328345	326292	4944	0.501568	0.498432	0.024244	0.612534	0.223656	0.096866	0.0427	0.83619	0.829776	0	1.052934	0.001615	0.598246	0
B5_141221_M059K_S190_L003	B5_141221_M059K_S190_L003	NA	NA	I	2	T	N	NA	-	Y	Y	NA	0.354312405	0.159867908	0.293153719	NA	NA	NA	6039154	5281860	10219632	0.516834657	854	532357434	527980136	28284556	295802024	130804022	49438692	23650842	0	0	0	795539	796532	16326	0.499688	0.500312	0.053571	0.560252	0.247744	0.093637	0.044795	0.807996	0.801353	0	0.732464	0.21935	0.640685	0
B5_160222_HeLa_S261_L003	B5_160222_HeLa_S261_L003	NA	NA	HeLa	9	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	6000380	5542024	9495938	0.583620491	0	558430070	552022575	4579	299528973	241724068	4036901	6728054	0	0	0	1153902	1170747	11425	0.496377	0.503623	8.00E-06	0.542603	0.437888	0.007313	0.012188	0.980491	0.969241	0	1.622352	0	1.03003	0
B5_161121_M059K_S53_L003	B5_161121_M059K_S53_L003	NA	NA	I	5	U	Y	N	-	N	N	NA	NA	NA	NA	NA	NA	NA	11440	10618	55310	0.191972519	0	1053907	1042246	2806	29685	39049	515880	454826	0	0	0	150	162	19	0.480769	0.519231	0.002692	0.028482	0.037466	0.49497	0.43639	0.065948	0.065218	0	1.339776	0	0.317468	0
B5_170222_GBM63_S271_L003	B5_170222_GBM63_S271_L003	NA	NA	gbm63	9	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	35406	29759	994988	0.029908903	48	2993214	2937455	37301	389537	273570	1224801	1012246	0	0	0	1103	1051	43	0.512071	0.487929	0.012698	0.13261	0.093132	0.41696	0.3446	0.225742	0.221537	0	0.876259	0.437832	0.507725	0.210659
B5_22_11_21_M059K_S74_L003	B5_22_11_21_M059K_S74_L003	NA	NA	I	6	T	Y	N	-	Y	Y	NA	-0.012729234	0.061037314	-0.293339865	NA	NA	NA	4745	4296	495082	0.00867735	0	430965	420074	38306	49948	34849	170720	126251	0	0	0	153	161	13	0.487261	0.512739	0.091189	0.118903	0.082959	0.406405	0.300545	0.201862	0.196761	0	0.88263	0.391701	0.780724	0.4625
B5_23_11_21_M059K_S93_L003	B5_23_11_21_M059K_S93_L003	NA	NA	I	6	U	N	NA	-	Y	Y	NA	-0.166503828	0.076851509	-0.238289165	NA	NA	NA	396695	316089	3376662	0.093609902	0	31821592	30535417	15566	2418044	994587	14151182	12956038	0	0	0	5577	4902	575	0.532207	0.467793	0.00051	0.079188	0.032572	0.463435	0.424295	0.11176	0.107243	0	2.494528	0	0	0
B5_240122_M059K_S208_L003	B5_240122_M059K_S208_L003	NA	NA	I	8	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	742453	475792	30256064	0.015725509	0	47810998	46301564	174322	10360796	10813560	10732721	14220165	0	0	0	41738	42182	296	0.497355	0.502645	0.003765	0.223768	0.233546	0.2318	0.307121	0.457314	0.442876	0	1.953179	0	0	0
B5_291121_M059K_S104_L003	B5_291121_M059K_S104_L003	NA	NA	I	0	U	N	NA	-	Y	Y	NA	-0.06106653	0.054014074	-0.001984158	NA	NA	NA	134738	128001	966510	0.132436291	0	12867885	12572093	10389	177958	358716	6953446	5071584	0	0	0	1162	1071	142	0.520376	0.479624	0.000826	0.014155	0.028533	0.553086	0.4034	0.042688	0.041706	0	1.466981	0	0.513417	0
B5_301121_M059K_S130_L003	B5_301121_M059K_S130_L003	NA	NA	I	0	T	Y	Y	-	N	N	NA	NA	NA	NA	NA	NA	NA	5672	3896	396114	0.009835552	2	390932	379763	8159	32941	15772	220528	102363	0	0	0	124	107	10	0.536797	0.463203	0.021484	0.086741	0.041531	0.580699	0.269544	0.128272	0.124607	0	1.215352	0	0.923753	0
B5_310122_M059K_S232_L003	B5_310122_M059K_S232_L003	NA	NA	I	10	U	Y	N	-	N	N	NA	NA	NA	NA	NA	NA	NA	462640	456810	2440620	0.187169654	0	45905227	45540611	22200	28290731	3041860	4914353	9271467	0	0	0	18802	10752	24	0.636191	0.363809	0.000487	0.62122	0.066794	0.107911	0.203587	0.688014	0.68255	0	1.244439	0	0.804794	0
B5L_U_310122_M059K_S251_L003	B5L_U_310122_M059K_S251_L003	B5_310122_M059K_S232_L003	NA	L_U	10	U	Y	N	-	N	N	N	NA	NA	NA	NA	NA	NA	1813712	1717468	6679476	0.257126158	0	173110959	171788583	139205047	18421926	3035935	7763625	3362050	0	0	0	44562	45172	6029	0.496601	0.503399	0.810328	0.107236	0.017673	0.045193	0.019571	0.124909	0.123954	0	0.965106	0.057184	0.539863	0
B5L1_U_161121_M059K_S67_L003	B5L1_161121_M059K_S67_L003	B5_161121_M059K_S53_L003	NA	L_U	5	U	Y	N	-	Y	Y	N	0.082214071	-0.189845371	0.007180211	NA	NA	NA	121416	112391	2270790	0.049494229	0	11283441	10966580	272432	233636	305707	5380932	4773873	0	0	0	1051	1120	172	0.484109	0.515891	0.024842	0.021304	0.027876	0.490666	0.435311	0.049181	0.0478	0	1.46557	0	0.205691	0
B5L1_T_301121_M059K_S135_L003	B5L1_T_301121_M059K_S135_L003	B5_301121_M059K_S130_L003	NA	L_T	0	T	Y	Y	-	N	N	N	NA	NA	NA	NA	NA	NA	8253	7216	165482	0.043605951	0	724778	706669	22593	147548	87090	293844	155594	0	0	0	418	389	11	0.517968	0.482032	0.031971	0.208794	0.12324	0.415816	0.220179	0.332034	0.323738	0	1.0607	0	0.896462	0
B5L2_T_301121_M059K_S136_L003	B5L2_T_301121_M059K_S136_L003	B5_301121_M059K_S130_L003	NA	L_T	0	T	Y	Y	-	Y	Y	N	-0.118981482	-0.04231737	-0.262698385	NA	NA	NA	54022	49500	382950	0.129259694	2	4958641	4792794	8946	251668	208944	2382218	1941018	0	0	0	1039	1007	135	0.50782	0.49218	0.001867	0.05251	0.043595	0.497042	0.404987	0.096105	0.092891	0	1.828164	0	0	0
B5LV1_T_22_11_21_M059k_S297_L003	B5LV1_22_11_21_m059k_S297_L003	B5_22_11_21_M059K_S74_L003	12	L_T	6	T	Y	N	-	N	N	Y	NA	NA	NA	-0.012729234	0.061037314	-0.293339865	3525681	2921996	14970696	0.195181039	2	291887127	282072291	3590897	8418154	12466729	147116852	110479659	0	0	0	48558	47860	6344	0.50362	0.49638	0.01273	0.029844	0.044197	0.521557	0.391671	0.074041	0.071551	0	2.864266	0	0	0
B5LV2_T_22_11_21_M059k_S298_L003	B5LV2_22_11_21_m059k_S298_L003	B5_22_11_21_M059K_S74_L003	12	L_T	6	T	Y	N	-	N	N	Y	NA	NA	NA	-0.012729234	0.061037314	-0.293339865	6599987	5237138	38544350	0.13587304	4	525683606	513163850	433806	10937190	23890936	247910461	229991457	0	0	0	84778	84879	8625	0.499702	0.500298	0.000845	0.021313	0.046556	0.483102	0.448183	0.067869	0.066253	0	2.543718	0	0	0
B5LV3_T_22_11_21_M059K_S83_L003	B5LV3_22_11_21_M059K_S83_L003	B5_22_11_21_M059K_S74_L003	12	L_T	6	T	Y	N	-	N	N	Y	NA	NA	NA	-0.012729234	0.061037314	-0.293339865	22362222	19760331	44072166	0.448363055	0	1991740685	1954766771	29294	21695394	61345448	803745615	1067951020	0	0	0	159158	166715	26193	0.488405	0.511595	1.50E-05	0.011099	0.031382	0.411172	0.546332	0.042481	0.041693	0	2.539886	0	0	0
B5LV4_T_22_11_21_M059k_S299_L003	B5LV4_22_11_21_m059k_S299_L003	B5_22_11_21_M059K_S74_L003	12	L_T	6	T	Y	N	-	N	N	Y	NA	NA	NA	-0.012729234	0.061037314	-0.293339865	10188715	9029988	19545942	0.461987864	0	907854823	888553837	12488	11243233	28038801	423085822	426173493	0	0	0	94842	94799	12877	0.500113	0.499887	1.40E-05	0.012653	0.031556	0.476151	0.479626	0.044209	0.043269	0	2.580492	0	0	0
B6_010222_M059K_S247_L003	B6_010222_M059K_S247_L003	NA	NA	I	10	T	N	NA	-	Y	Y	NA	-0.204428268	0.095476932	-0.005538454	NA	NA	NA	45164304	43261494	48156924	0.898344213	24	4359035441	4309123401	140518416	2752880214	1165328154	171026612	79370005	0	0	0	7350638	7515093	234186	0.494469	0.505531	0.03261	0.638849	0.270433	0.039689	0.018419	0.909282	0.898871	0	1.20073	0.123873	0.499427	0
B6_020321_M059K_FUCCI_S281_L003	B6_020321_M059K_FUCCI_S281_L003	NA	NA	FUCCI	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	9216	8490	146360	0.058007652	0	849817	828734	8035	27263	34634	361035	397767	0	0	0	148	128	12	0.536232	0.463768	0.009696	0.032897	0.041791	0.435646	0.479969	0.074689	0.072836	0	1.766573	0.728874	0	0
B6_021121_M059K_S6_L003	B6_021121_M059K_S6_L003	NA	NA	I	3	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1280	1012	131954	0.007669339	0	101584	98850	13447	27912	6391	28873	22227	0	0	0	68	70	3	0.492754	0.507246	0.136034	0.282367	0.064654	0.292089	0.224856	0.347021	0.337681	0	0.885685	0.035626	0.432411	0.03125
B6_041121_M059K_S20_L003	B6_041121_M059K_S20_L003	NA	NA	I	3	U	N	NA	-	Y	Y	NA	0.304994471	0.119469136	-0.306177136	NA	NA	NA	247506	214464	3543092	0.060530181	0	21364214	20647124	8742	1243965	1907911	7500007	9986499	0	0	0	6908	5694	30	0.548167	0.451833	0.000423	0.060249	0.092406	0.363247	0.483675	0.152654	0.147531	0	1.622239	0	0.914284	0
B6_051121_M059K_S27_L003	B6_051121_M059K_S27_L003	NA	NA	I	3	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	32609	21500	1069280	0.020106988	0	2159980	2116003	900822	586253	102075	311774	215079	0	0	0	1378	1557	185	0.469506	0.530494	0.425719	0.277057	0.04824	0.147341	0.101644	0.325296	0.318673	0	0.995549	0.213923	0.564217	0
B6_061221_M059K_S147_L003	B6_061221_M059K_S147_L003	NA	NA	I	1	U	N	NA	-	Y	Y	NA	-0.23442341	-0.069959975	-0.251643594	NA	NA	NA	230973	218025	726460	0.300119759	2	21925290	21595509	61277	1266333	1044719	10013555	9209625	0	0	0	4772	4544	364	0.512237	0.487763	0.002837	0.058639	0.048377	0.463687	0.42646	0.107015	0.105406	0	1.748885	0	0	0
B6_071221_M059K_S162_L003	B6_071221_M059K_S162_L003	NA	NA	I	1	T	N	NA	-	Y	Y	NA	0.248385755	0.071216519	-0.209245022	NA	NA	NA	205980	196010	1922646	0.101948045	4	19699909	19380091	24550	1025342	828793	9688058	7813348	0	0	0	3463	3459	376	0.500289	0.499711	0.001267	0.052907	0.042765	0.499897	0.403164	0.095672	0.094119	0	1.682307	0	0	0
B6_111121_M059K_S46_L003	B6_111121_M059K_S46_L003	NA	NA	I	4	U	N	NA	-	Y	Y	NA	-0.024437342	-0.195293826	-0.096943674	NA	NA	NA	276189	254587	3072328	0.082864525	0	25595435	24869404	66691	395936	734237	12587190	11085350	0	0	0	2517	2484	282	0.503299	0.496701	0.002682	0.015921	0.029524	0.506132	0.445742	0.045444	0.044155	0	1.678853	0	0	0
B6_131221_M059K_S175_L003	B6_131221_M059K_S175_L003	NA	NA	I	2	T	N	NA	-	Y	Y	NA	-0.02890559	0.008556895	0.183963708	NA	NA	NA	721270	647654	3362376	0.192617958	26	65280459	64600116	2933681	33416337	14363793	8365855	5520450	0	0	0	88293	87270	1320	0.502913	0.497087	0.045413	0.51728	0.222349	0.129502	0.085456	0.739629	0.731921	0	1.022711	0	0.658107	0
B6_141221_M059K_S191_L003	B6_141221_M059K_S191_L003	NA	NA	I	2	U	N	NA	-	Y	Y	NA	0.151802825	-0.05288523	0.037748675	NA	NA	NA	5223825	4105015	9383378	0.437477314	650	413732447	410052185	27946576	213001439	93625674	54338255	21140241	0	0	0	582265	579333	10303	0.501262	0.498738	0.068154	0.51945	0.228326	0.132515	0.051555	0.747776	0.741124	0	1.196228	0	0.514908	0
B6_160222_HeLa_S262_L003	B6_160222_HeLa_S262_L003	NA	NA	HeLa	9	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1394423	1050084	43568170	0.024102091	0	105637308	104316936	5481630	63639629	19388823	8189301	7617553	0	0	0	163197	174678	19822	0.48301	0.51699	0.052548	0.61006	0.185865	0.078504	0.073023	0.795925	0.785977	0	1.188477	0	0.957701	0
B6_161121_M059K_S54_L003	B6_161121_M059K_S54_L003	NA	NA	I	5	U	N	NA	-	Y	Y	NA	-0.040853295	-0.032751977	0.36747646	NA	NA	NA	1669685	1603833	2613528	0.613665895	0	161278079	157513069	155688	3664948	5426350	81460074	66806009	0	0	0	18744	19085	2136	0.495493	0.504507	0.000988	0.023268	0.03445	0.517164	0.42413	0.057718	0.05637	0	2.089055	0	0	0
B6_170222_GBM63_S272_L003	B6_170222_GBM63_S272_L003	NA	NA	gbm63	9	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	3538	2744	18726	0.14653423	0	272843	267012	24395	21502	19010	115314	86791	0	0	0	81	81	3	0.5	0.5	0.091363	0.080528	0.071195	0.431868	0.325045	0.151724	0.148481	0	1.007197	0	0.62647	0
B6_180122_M059K_S198_L003	B6_180122_M059K_S198_L003	NA	NA	I	7	U	N	NA	-	Y	Y	NA	-0.117299017	-0.159642094	-0.012427504	NA	NA	NA	251306	229933	2797178	0.082201776	0	22988965	22227403	232572	448809	826739	11406411	9312872	0	0	0	2789	2848	260	0.494767	0.505233	0.010463	0.020192	0.037195	0.513169	0.418982	0.057386	0.055485	0	2.393445	0	0	0
B6_22_11_21_M059K_S75_L003	B6_22_11_21_M059K_S75_L003	NA	NA	I	6	T	N	NA	-	Y	Y	NA	-0.262468807	0.012174108	-0.090050933	NA	NA	NA	5654	4918	14860780	0.000330938	0	492758	479014	13661	61874	36317	182186	184976	0	0	0	184	184	15	0.5	0.5	0.028519	0.12917	0.075816	0.380335	0.38616	0.204986	0.199268	0	0.840843	0.135857	0.90278	0
B6_23_11_21_M059K_S94_L003	B6_23_11_21_M059K_S94_L003	NA	NA	I	6	T	Y	Y	-	Y	Y	NA	-0.165768667	0.063085182	-0.103560436	NA	NA	NA	6882	5738	781922	0.007338328	2	573265	555782	33469	75184	35234	235172	176723	0	0	0	231	234	10	0.496774	0.503226	0.06022	0.135276	0.063395	0.423137	0.317972	0.198671	0.192612	0	0.974298	0.034953	0.484596	0
B6_240122_M059K_S209_L003	B6_240122_M059K_S209_L003	NA	NA	I	8	T	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	708082	626078	4108210	0.152396786	0	62969581	62002583	7750573	22262639	6938535	11525106	13525730	0	0	0	45923	46829	2040	0.495116	0.504884	0.125004	0.35906	0.111907	0.185881	0.218148	0.470967	0.463735	0	1.421695	0.076329	0.439365	0
B6_291121_M059K_S105_L003	B6_291121_M059K_S105_L003	NA	NA	I	0	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	7516	6874	133756	0.051392087	0	672542	659142	3572	13882	33241	350596	257851	0	0	0	88	89	7	0.497175	0.502825	0.005419	0.021061	0.050431	0.531898	0.391192	0.071491	0.070067	0	1.236924	0	1.099177	0
B6_301121_M059K_S131_L003	B6_301121_M059K_S131_L003	NA	NA	I	0	T	Y	N	-	N	N	NA	NA	NA	NA	NA	NA	NA	9222	6193	579104	0.010694107	0	622168	607371	2612	47226	54802	276455	226276	0	0	0	209	201	7	0.509756	0.490244	0.004301	0.077755	0.090228	0.455167	0.37255	0.167983	0.163988	0	1.262126	0.738423	0.282475	0
B6_310122_M059K_S233_L003	B6_310122_M059K_S233_L003	NA	NA	I	10	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1653216	1317266	19488940	0.067590438	0	132588997	130886637	48390879	26107982	6688721	21368333	28330722	0	0	0	49956	43328	3658	0.535526	0.464474	0.369716	0.19947	0.051103	0.163258	0.216452	0.250573	0.247356	0	1.41898	0.092678	0.145789	0
B6L_T_301121_M059K_S137_L003	B6L_T_301121_M059K_S137_L003	B6_301121_M059K_S131_L003	NA	L_T	0	T	Y	N	-	N	N	N	NA	NA	NA	NA	NA	NA	2784	2196	105432	0.020828591	2	217960	211967	7172	24462	18955	88896	72482	0	0	0	94	105	7	0.472362	0.527638	0.033835	0.115405	0.089424	0.419386	0.341949	0.204829	0.199197	0	1.23777	0	0.964537	0
B6L1_T_23_11_21_M059K_S96_L003	B6L1_23_11_21_M059K_S96_L003	B6_23_11_21_M059K_S94_L003	NA	L_T	6	T	Y	Y	-	Y	Y	Y	-0.082879952	0.169745687	-0.135800984	-0.165768667	0.063085182	-0.103560436	28030	26202	254092	0.10312013	0	2616444	2535678	18327	146696	155154	1278743	936758	0	0	0	613	668	65	0.478532	0.521468	0.007228	0.057853	0.061188	0.5043	0.369431	0.119041	0.115367	0	1.308514	0	0	0
B6L2_T_23_11_21_M059K_S300_L003	B6L2_23_11_21_m059k_S300_L003	B6_23_11_21_M059K_S94_L003	13	L_T	6	T	Y	Y	-	Y	Y	Y	-0.276769879	-0.029210065	-0.380070098	-0.165768667	0.063085182	-0.103560436	3830	2986	22098	0.135125351	2	287915	281401	18774	86944	49690	73333	52660	0	0	0	269	241	2	0.527451	0.472549	0.066716	0.308968	0.176581	0.2606	0.187135	0.485549	0.474564	0	1.44666	0	1.137583	0
B6L2V2_T_23_11_21_M059K_S97_L003	B6L2V2_23_11_21_M059K_S97_L003	B6_23_11_21_M059K_S94_L003	13	L_T	6	T	Y	Y	-	N	N	Y	NA	NA	NA	-0.165768667	0.063085182	-0.103560436	406342	387092	1792218	0.215984886	2	38530528	37513347	770049	1969538	1339383	18792008	14642369	0	0	0	7290	7228	177	0.502135	0.497865	0.020527	0.052502	0.035704	0.500942	0.390324	0.088206	0.085878	0	3.048251	0	0	0
B6L3_T_23_11_21_M059K_S98_L003	B6L3_23_11_21_M059K_S98_L003	B6_23_11_21_M059K_S94_L003	NA	L_T	6	T	Y	Y	-	N	N	Y	NA	NA	NA	-0.165768667	0.063085182	-0.103560436	629707	599511	1610876	0.372164586	0	59959930	58246609	12531	2357285	2243558	31341817	22291418	0	0	0	7444	8179	252	0.476477	0.523523	0.000215	0.040471	0.038518	0.538088	0.382708	0.078989	0.076732	0	2.001928	0	0.212381	0
B6L4_T_23_11_21_M059K_S99_L003	B6L4_23_11_21_M059K_S99_L003	B6_23_11_21_M059K_S94_L003	14	L_T	6	T	Y	Y	-	N	N	Y	NA	NA	NA	-0.165768667	0.063085182	-0.103560436	787720	761938	2498508	0.304957198	0	76379499	74169251	39902	701533	3785820	42105196	27536800	0	0	0	7774	9029	827	0.462655	0.537345	0.000538	0.009459	0.051043	0.567691	0.37127	0.060502	0.058751	0	3.418588	0	0	0
B6L4V2_T_23_11_21_M059K_S301_L003	B6L4V2_23_11_21_m059k_S301_L003	B6_23_11_21_M059K_S94_L003	14	L_T	6	T	Y	Y	-	N	N	Y	NA	NA	NA	-0.165768667	0.063085182	-0.103560436	3835250	3488958	20048892	0.174022485	0	349804511	337361966	260959	12930158	16054267	172048305	136068277	0	0	0	69100	69951	7108	0.49694	0.50306	0.000774	0.038327	0.047588	0.509981	0.40333	0.085915	0.082859	0	2.717575	0	0	0
B7_010222_M059K_S248_L003	B7_010222_M059K_S248_L003	NA	NA	I	10	T	N	NA	-	Y	Y	NA	-0.677862266	-0.07549045	-0.046043916	NA	NA	NA	1436274	1283201	14488276	0.088568233	0	128973669	126947390	3522126	44749520	25291905	30187254	23196585	0	0	0	136666	135203	1456	0.502691	0.497309	0.027745	0.352504	0.199231	0.237793	0.182726	0.551736	0.543068	0	1.730715	0	1.210751	0
B7_020321_M059K_FUCCI_S282_L003	B7_020321_M059K_FUCCI_S282_L003	NA	NA	FUCCI	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	26804	25112	237570	0.105703582	0	2520427	2474566	30821	56734	120986	1371706	894319	0	0	0	361	406	4	0.470665	0.529335	0.012455	0.022927	0.048892	0.554322	0.361404	0.071819	0.070512	0	1.728494	0	0	0
B7_021121_M059K_S7_L003	B7_021121_M059K_S7_L003	NA	NA	I	3	U	N	NA	-	Y	Y	NA	-0.009253715	0.055839849	-0.218461278	NA	NA	NA	6789	5912	139926	0.042250904	8	593040	575200	8854	87410	45466	249156	184314	0	0	0	300	260	14	0.535714	0.464286	0.015393	0.151965	0.079044	0.433164	0.320435	0.231008	0.224059	0	1.00659	0.085834	0.753323	0
B7_041121_M059K_S21_L003	B7_041121_M059K_S21_L003	NA	NA	I	3	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1053	942	409704	0.002299221	0	94770	92602	1613	14282	10970	33427	32310	0	0	0	54	46	3	0.54	0.46	0.017419	0.15423	0.118464	0.360975	0.348913	0.272694	0.266456	0	0.992462	0.327976	0.604232	0.309623
B7_051121_M059K_S32_L003	B7_051121_M059K_S32_L003	NA	NA	I	3	U	Y	Y	-	N	N	NA	NA	NA	NA	NA	NA	NA	3435	2198	2292260	0.000958879	0	220903	211341	1406	19049	10615	105622	74649	0	0	0	82	53	2	0.607407	0.392593	0.006653	0.090134	0.050227	0.499771	0.353216	0.140361	0.134285	0	0.901068	0.972481	0.240632	0.340979
B7_061221_M059K_S148_L003	B7_061221_M059K_S148_L003	NA	NA	I	1	U	N	NA	-	Y	Y	NA	-0.155123119	-0.077766399	-0.224759224	NA	NA	NA	335006	324359	1602114	0.202456879	2	32661502	32091795	28894	772309	850663	16405175	14034754	0	0	0	3327	3408	330	0.493987	0.506013	0.0009	0.024066	0.026507	0.511195	0.437332	0.050573	0.049691	0	1.979854	0	0.004856	0
B7_071221_M059K_S163_L003	B7_071221_M059K_S163_L003	NA	NA	I	1	U	N	NA	-	Y	Y	NA	-0.044190027	-0.124684983	0.114415072	NA	NA	NA	462418	442178	2274428	0.194412837	0	44449174	43747741	213437	5714228	3677287	17964736	16178053	0	0	0	17341	17998	351	0.490704	0.509296	0.004879	0.130618	0.084057	0.410644	0.369803	0.214674	0.211287	0	1.777013	0	0.77562	0
B7_131221_M059K_S176_L003	B7_131221_M059K_S176_L003	NA	NA	I	2	T	N	NA	-	Y	Y	NA	0.429371143	0.464842926	0.165601849	NA	NA	NA	2498662	2275508	4457744	0.510461794	2870	229422338	227633329	9852306	133277170	52429759	22573201	9500893	0	0	0.00E+00	351518	351193	5885	0.500231	0.499769	0.043281	0.585491	0.230325	0.099165	0.041738	0.815816	0.809454	0	0.697799	0.285302	0.599102	0.01101
B7_141221_M059K_S192_L003	B7_141221_M059K_S192_L003	NA	NA	I	2	T	Y	N	-	Y	Y	NA	0.33400692	-0.062977623	-0.113829702	NA	NA	NA	557062	458678	4059518	0.112988291	206	46204053	45751884	3252155	23855805	10929324	4999593	2715007	0	0	0	63695	63925	1417	0.499099	0.500901	0.071082	0.521417	0.238882	0.109276	0.059342	0.760299	0.752859	0	0.949999	0.033925	0.647339	0
B7_160222_HeLa_S263_L003	B7_160222_HeLa_S263_L003	NA	NA	HeLa	9	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	365699	348582	2285590	0.152512918	26	34830175	33754981	363833	1995661	662076	16867459	13865952	0	0	0	5319	7907	87	0.402162	0.597838	0.010779	0.059122	0.019614	0.499703	0.410782	0.078736	0.076306	0	0.950037	0.180632	0.617314	0
B7_161121_M059K_S55_L003	B7_161121_M059K_S55_L003	NA	NA	I	5	U	N	NA	-	Y	Y	NA	0.224678706	-0.023034948	-0.038555113	NA	NA	NA	952275	904061	1524494	0.593023652	16	90753379	88433010	37013	835879	2909635	46205553	38444930	0	0	0	7989	7784	1163	0.506498	0.493502	0.000419	0.009452	0.032902	0.522492	0.434735	0.042354	0.041271	0	2.411625	0	0	0
B7_170222_GBM63_S273_L003	B7_170222_GBM63_S273_L003	NA	NA	gbm63	9	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	24221	15500	2815730	0.005504789	0	1555717	1528099	45753	264305	218575	560151	439315	0	0	0	667	619	6	0.518663	0.481337	0.029941	0.172963	0.143037	0.366567	0.287491	0.316	0.310391	0	1.096845	0.202698	0.40621	0
B7_180122_M059K_S199_L003	B7_180122_M059K_S199_L003	NA	NA	I	7	T	N	NA	-	Y	Y	NA	0.498550161	-0.141290027	0.071102673	NA	NA	NA	91484	79973	2847742	0.028082951	20	8025108	7839950	66634	914042	476798	3595868	2786608	0	0	0	3154	3100	291	0.504317	0.495683	0.008499	0.116588	0.060816	0.45866	0.355437	0.177404	0.173311	0	0.967387	0.266503	0.810549	0
B7_22_11_21_M059K_S76_L003	B7_22_11_21_M059K_S76_L003	NA	NA	I	6	T	N	NA	-	Y	Y	NA	-0.181675869	-0.113771788	-0.385130342	NA	NA	NA	7514	6616	385644	0.017155719	0	664593	649959	18820	111064	57435	254976	207664	0	0	0	351	356	7	0.496464	0.503536	0.028956	0.170878	0.088367	0.392296	0.319503	0.259246	0.253537	0	0.927352	0.396307	0.775345	0.100877
